idade,profissao,estadoCivil,formacao,default,renda,Residencia,emprestimo,contato,dia,mes,duracao,companhia,pdias,antecedentec,saques,deposito
54,técnico,casado,secundário,não,3994,não,sim,cellular,20,oct,595,2,187,2,success,sim
46,administrador,solteiro,secundário,não,1693,sim,não,cellular,20,oct,427,1,-1,0,desconhecido,sim
28,gerente,solteiro,terciário,não,80,não,no,cellular,20,oct,676,2,146,2,failure,sim
61,gerente,casado,terciário,não,267,não,no,cellular,21,oct,192,3,184,1,success,sim
53,housemaid,casado,primário,não,2581,não,no,cellular,21,oct,828,1,189,1,failure,sim
27,student,solteiro,terciário,não,1134,não,no,cellular,21,oct,825,1,183,4,success,sim
55,unemployed,divorciado,secundário,não,309,não,no,cellular,21,oct,467,2,184,1,success,sim
33,gerente,solteiro,terciário,não,6807,não,no,cellular,21,oct,512,2,184,1,success,sim
87,aposentado,divorciado,primário,não,6746,não,no,telephone,21,oct,749,1,-1,0,desconhecido,sim
57,gerente,casado,terciário,não,375,não,no,cellular,21,oct,135,1,-1,0,desconhecido,sim
33,empresario,solteiro,terciário,não,658,sim,não,cellular,21,oct,307,1,208,1,success,sim
51,técnico,casado,secundário,não,371,sim,sim,cellular,21,oct,287,1,-1,0,desconhecido,sim
76,aposentado,divorciado,primário,não,2693,não,no,cellular,21,oct,107,2,-1,0,desconhecido,sim
19,student,solteiro,secundário,não,329,não,no,cellular,22,oct,252,2,-1,0,desconhecido,sim
33,administrador,casado,terciário,não,79,sim,não,cellular,22,oct,249,2,335,2,failure,sim
55,gerente,divorciado,terciário,não,0,não,no,cellular,22,oct,360,5,-1,0,desconhecido,sim
31,engravatado,solteiro,desconhecido,não,6281,não,no,cellular,22,oct,257,1,128,3,other,sim
92,aposentado,casado,desconhecido,não,775,não,no,cellular,22,oct,313,3,-1,0,desconhecido,sim
30,técnico,solteiro,terciário,não,411,não,no,cellular,22,oct,127,3,149,2,failure,sim
68,aposentado,solteiro,terciário,não,2144,não,no,cellular,22,oct,277,1,184,2,success,sim
41,técnico,solteiro,terciário,não,431,não,no,cellular,22,oct,133,1,107,2,success,sim
29,empresario,casado,secundário,não,123,não,sim,cellular,22,oct,247,1,184,3,success,sim
27,engravatado,solteiro,secundário,não,3792,não,no,cellular,22,oct,504,1,183,2,success,sim
78,aposentado,casado,desconhecido,não,4807,não,no,telephone,22,oct,1002,4,-1,0,desconhecido,sim
82,aposentado,casado,primário,não,8603,não,no,cellular,22,oct,306,3,107,1,success,sim
29,técnico,solteiro,terciário,não,2178,não,no,cellular,22,oct,260,2,139,1,other,sim
76,aposentado,casado,terciário,não,2991,não,no,cellular,22,oct,344,1,183,1,success,sim
38,gerente,casado,terciário,não,4174,não,no,cellular,23,oct,336,2,184,5,failure,sim
60,técnico,casado,secundário,não,10925,não,no,cellular,23,oct,270,3,185,1,success,sim
33,serviços,divorciado,secundário,não,2411,sim,não,cellular,23,oct,130,1,161,1,failure,sim
43,engravatado,casado,secundário,não,14646,não,no,cellular,23,oct,210,1,-1,0,desconhecido,sim
61,aposentado,casado,secundário,não,86,não,no,cellular,23,oct,149,1,-1,0,desconhecido,sim
43,técnico,solteiro,desconhecido,não,11115,não,no,cellular,23,oct,476,1,74,2,success,sim
57,gerente,casado,primário,não,6900,não,no,cellular,23,oct,255,4,185,2,failure,sim
33,gerente,casado,terciário,não,5878,não,no,cellular,23,oct,438,1,430,2,failure,sim
77,gerente,casado,desconhecido,não,1780,sim,não,cellular,23,oct,221,2,183,3,success,sim
35,técnico,solteiro,secundário,não,183,não,no,cellular,23,oct,281,1,52,4,failure,sim
59,aposentado,casado,primário,não,3648,não,no,telephone,23,oct,257,2,126,3,success,sim
76,aposentado,casado,secundário,não,4112,não,no,telephone,23,oct,282,2,-1,0,desconhecido,sim
73,aposentado,casado,primário,não,542,não,no,cellular,26,oct,355,1,180,5,failure,sim
81,aposentado,casado,primário,não,243,não,no,cellular,27,oct,131,1,-1,0,desconhecido,sim
41,desconhecido,solteiro,desconhecido,não,942,não,no,cellular,27,oct,143,1,188,1,success,sim
57,técnico,casado,secundário,não,254,não,no,cellular,27,oct,207,1,-1,0,desconhecido,sim
28,técnico,solteiro,desconhecido,não,0,sim,não,cellular,27,oct,96,1,267,1,failure,sim
38,engravatado,solteiro,secundário,não,0,não,no,cellular,27,oct,297,1,75,3,failure,sim
52,serviços,casado,secundário,não,992,sim,não,cellular,27,oct,424,1,515,1,failure,sim
22,student,solteiro,secundário,não,23,não,no,cellular,27,oct,137,1,-1,0,desconhecido,sim
53,desconhecido,casado,primário,não,732,não,no,cellular,27,oct,759,2,-1,0,desconhecido,sim
60,administrador,casado,desconhecido,não,4629,sim,não,cellular,27,oct,624,1,-1,0,desconhecido,sim
56,gerente,casado,secundário,não,0,não,no,cellular,27,oct,298,1,111,8,other,sim
38,housemaid,divorciado,secundário,não,70,não,no,cellular,27,oct,255,3,148,1,success,sim
44,gerente,solteiro,terciário,não,5063,não,no,cellular,27,oct,418,2,-1,0,desconhecido,sim
69,aposentado,divorciado,secundário,não,4572,não,no,telephone,27,oct,146,2,56,1,other,sim
36,student,solteiro,terciário,não,129,não,no,cellular,27,oct,149,1,-1,0,desconhecido,sim
75,empresario,casado,desconhecido,não,4984,não,no,telephone,28,oct,509,1,-1,0,desconhecido,sim
65,aposentado,casado,primário,não,1004,não,no,cellular,28,oct,371,1,-1,0,desconhecido,sim
64,aposentado,casado,secundário,não,4787,não,no,cellular,28,oct,501,1,-1,0,desconhecido,sim
30,administrador,solteiro,secundário,não,914,sim,não,cellular,28,oct,524,3,272,1,failure,sim
57,housemaid,casado,terciário,não,2326,não,no,cellular,28,oct,207,1,194,1,success,sim
31,gerente,casado,terciário,não,81,sim,não,cellular,29,oct,164,2,-1,0,desconhecido,sim
36,gerente,casado,terciário,não,203,não,no,cellular,29,oct,139,1,-1,0,desconhecido,sim
64,gerente,casado,terciário,não,3951,não,no,cellular,29,oct,164,1,-1,0,desconhecido,sim
54,técnico,casado,desconhecido,não,240,sim,não,cellular,29,oct,142,1,-1,0,desconhecido,sim
26,administrador,solteiro,secundário,não,338,não,no,cellular,29,oct,209,1,188,2,desconhecido,sim
51,empresario,solteiro,secundário,não,0,não,no,cellular,29,oct,1707,2,-1,0,desconhecido,sim
72,aposentado,casado,secundário,não,0,não,no,cellular,29,oct,189,3,-1,0,desconhecido,sim
30,gerente,casado,terciário,não,944,não,no,cellular,29,oct,251,2,-1,0,desconhecido,sim
60,engravatado,casado,primário,não,5,não,no,cellular,29,oct,401,1,-1,0,desconhecido,sim
30,gerente,solteiro,terciário,não,697,não,no,cellular,29,oct,215,3,80,5,success,sim
66,aposentado,casado,terciário,não,1948,não,no,cellular,29,oct,106,2,269,2,failure,sim
50,técnico,casado,secundário,não,3654,não,no,cellular,29,oct,215,2,78,2,other,sim
47,gerente,solteiro,terciário,não,551,não,no,cellular,29,oct,124,1,-1,0,desconhecido,sim
80,aposentado,casado,primário,não,997,não,no,cellular,29,oct,746,2,86,1,other,sim
61,gerente,casado,terciário,não,477,sim,não,cellular,29,oct,377,1,520,1,other,sim
47,gerente,casado,terciário,não,3663,não,no,cellular,29,oct,424,2,213,3,success,sim
30,técnico,solteiro,secundário,não,853,não,no,cellular,29,oct,279,1,148,1,failure,sim
21,student,solteiro,primário,não,8278,não,no,cellular,29,oct,445,1,-1,0,desconhecido,sim
62,gerente,casado,terciário,não,7458,não,no,cellular,30,oct,212,2,-1,0,desconhecido,sim
26,técnico,solteiro,secundário,não,44,não,no,cellular,30,oct,217,1,-1,0,desconhecido,sim
36,engravatado,casado,secundário,não,1193,não,no,cellular,30,oct,640,1,-1,0,desconhecido,sim
87,aposentado,casado,primário,não,230,não,no,cellular,30,oct,144,1,-1,0,desconhecido,sim
61,aposentado,casado,primário,não,8729,não,no,cellular,30,oct,480,1,-1,0,desconhecido,sim
70,aposentado,casado,secundário,não,2384,não,no,cellular,30,oct,196,2,-1,0,desconhecido,sim
60,gerente,casado,terciário,não,3401,não,no,cellular,30,oct,294,1,270,1,failure,sim
41,serviços,casado,terciário,não,881,não,no,cellular,30,oct,257,3,-1,0,desconhecido,sim
22,student,solteiro,secundário,não,1522,não,no,cellular,30,oct,368,2,-1,0,desconhecido,sim
60,aposentado,divorciado,secundário,não,4243,não,no,cellular,30,oct,416,2,-1,0,desconhecido,sim
54,técnico,casado,secundário,não,473,não,sim,cellular,2,nov,182,1,81,1,failure,sim
35,empresario,solteiro,terciário,não,5462,não,no,cellular,2,nov,188,1,186,1,success,sim
59,gerente,casado,secundário,não,4412,não,no,cellular,2,nov,162,2,-1,0,desconhecido,sim
29,student,solteiro,desconhecido,não,10332,não,no,cellular,2,nov,46,3,-1,0,desconhecido,sim
48,gerente,casado,secundário,não,0,sim,sim,cellular,3,nov,1233,1,351,2,failure,sim
37,gerente,casado,terciário,não,238,não,no,cellular,3,nov,149,1,-1,0,desconhecido,sim
36,gerente,solteiro,terciário,não,62,sim,não,cellular,3,nov,566,1,182,7,failure,sim
52,administrador,solteiro,secundário,não,2398,sim,não,cellular,3,nov,412,1,-1,0,desconhecido,sim
67,aposentado,divorciado,secundário,não,704,não,no,cellular,3,nov,537,1,-1,0,desconhecido,sim
36,empresario,casado,terciário,não,506,não,no,cellular,3,nov,217,1,70,2,failure,sim
64,gerente,casado,desconhecido,não,2352,não,no,cellular,3,nov,181,4,183,7,success,sim
29,técnico,solteiro,secundário,não,938,não,no,cellular,3,nov,358,1,-1,0,desconhecido,sim
27,gerente,solteiro,terciário,não,1720,não,no,cellular,3,nov,284,2,273,1,failure,sim
76,aposentado,casado,primário,não,1492,não,no,telephone,3,nov,383,1,-1,0,desconhecido,sim
34,gerente,casado,terciário,não,1778,não,no,cellular,4,nov,358,1,162,2,failure,sim
54,técnico,casado,secundário,não,0,não,no,cellular,6,nov,464,5,192,8,other,sim
67,aposentado,casado,primário,não,942,não,no,cellular,6,nov,455,2,84,2,other,sim
24,técnico,casado,secundário,não,556,sim,não,cellular,6,nov,368,2,80,2,success,sim
53,administrador,casado,secundário,não,10541,não,no,cellular,9,nov,178,1,-1,0,desconhecido,sim
33,student,casado,secundário,não,1536,não,no,cellular,9,nov,262,1,94,2,success,sim
24,student,solteiro,terciário,não,235,não,no,cellular,9,nov,118,1,-1,0,desconhecido,sim
32,gerente,solteiro,terciário,não,935,não,no,cellular,9,nov,165,1,91,7,success,sim
60,empresario,casado,terciário,não,10861,não,no,cellular,9,nov,98,1,91,2,failure,sim
64,empreendedor,casado,terciário,não,2331,não,no,telephone,9,nov,201,1,-1,0,desconhecido,sim
35,gerente,solteiro,terciário,não,1228,não,no,cellular,9,nov,696,2,88,12,failure,sim
24,student,solteiro,secundário,não,125,não,no,cellular,9,nov,263,1,90,1,failure,sim
42,gerente,casado,terciário,não,2816,não,no,cellular,10,nov,193,2,-1,0,desconhecido,sim
40,gerente,casado,terciário,não,0,não,no,cellular,10,nov,147,1,96,8,success,sim
33,gerente,casado,terciário,não,22867,sim,não,cellular,10,nov,266,2,92,3,failure,sim
71,housemaid,divorciado,primário,não,1311,não,no,cellular,10,nov,301,2,91,1,success,sim
52,unemployed,casado,secundário,não,94,não,no,cellular,10,nov,293,3,190,10,failure,sim
47,administrador,casado,secundário,não,0,não,no,cellular,10,nov,213,1,190,1,other,sim
49,gerente,casado,primário,não,3371,não,no,cellular,11,nov,269,2,-1,0,desconhecido,sim
26,gerente,solteiro,terciário,não,943,não,no,cellular,11,nov,166,1,195,1,success,sim
40,gerente,casado,terciário,não,9366,não,no,cellular,11,nov,69,3,-1,0,desconhecido,sim
32,técnico,solteiro,terciário,não,6746,não,no,cellular,11,nov,199,1,-1,0,desconhecido,sim
33,serviços,casado,secundário,não,1076,não,no,cellular,11,nov,131,1,96,5,failure,sim
35,gerente,casado,terciário,não,0,sim,não,cellular,11,nov,229,2,96,3,success,sim
53,gerente,casado,terciário,não,1624,não,no,cellular,11,nov,166,3,97,7,success,sim
20,student,solteiro,desconhecido,não,801,não,no,cellular,11,nov,244,2,-1,0,desconhecido,sim
44,empresario,divorciado,terciário,não,1070,sim,não,cellular,11,nov,172,1,91,5,success,sim
21,student,solteiro,secundário,não,123,não,no,telephone,11,nov,513,1,91,1,success,sim
36,engravatado,solteiro,secundário,não,3623,não,no,desconhecido,12,nov,71,1,378,1,success,sim
31,gerente,solteiro,terciário,não,533,não,no,cellular,12,nov,90,3,93,6,success,sim
42,técnico,casado,secundário,não,994,sim,não,cellular,12,nov,227,3,93,6,success,sim
33,serviços,casado,secundário,não,386,não,no,cellular,12,nov,253,1,92,4,failure,sim
29,gerente,solteiro,terciário,não,1026,não,no,cellular,12,nov,226,1,92,1,other,sim
30,unemployed,solteiro,secundário,não,2424,não,no,cellular,12,nov,110,1,279,1,failure,sim
32,gerente,casado,terciário,não,1331,não,no,cellular,12,nov,126,1,92,5,failure,sim
54,desconhecido,casado,secundário,não,2206,não,no,cellular,12,nov,104,1,99,2,other,sim
82,aposentado,divorciado,terciário,não,0,não,no,telephone,12,nov,226,1,-1,0,desconhecido,sim
47,gerente,casado,terciário,não,4693,não,sim,cellular,12,nov,89,1,97,3,success,sim
48,engravatado,casado,secundário,não,1230,sim,não,cellular,12,nov,169,1,196,2,success,sim
77,aposentado,divorciado,secundário,não,3417,não,no,cellular,12,nov,134,1,-1,0,desconhecido,sim
38,administrador,casado,secundário,não,1767,sim,não,cellular,12,nov,893,7,-1,0,desconhecido,sim
27,student,solteiro,terciário,não,5291,não,no,cellular,12,nov,192,2,92,2,failure,sim
43,serviços,solteiro,secundário,não,3403,sim,não,cellular,12,nov,707,2,97,2,success,sim
33,técnico,casado,secundário,não,133,não,no,cellular,12,nov,627,2,192,1,success,sim
27,administrador,solteiro,secundário,não,4745,não,no,telephone,12,nov,411,4,192,1,other,sim
76,aposentado,casado,primário,não,3324,não,no,cellular,13,nov,122,1,92,3,success,sim
81,aposentado,casado,primário,não,5220,não,no,telephone,13,nov,135,1,94,2,other,sim
71,aposentado,casado,primário,não,2600,não,no,cellular,13,nov,186,2,98,1,success,sim
39,administrador,casado,secundário,não,260,sim,não,cellular,13,nov,226,1,94,4,success,sim
18,student,solteiro,primário,não,608,não,no,cellular,13,nov,210,1,93,1,success,sim
58,serviços,divorciado,secundário,não,462,não,no,cellular,13,nov,495,1,93,1,success,sim
44,técnico,divorciado,secundário,não,14,não,no,cellular,13,nov,167,1,92,1,success,sim
67,aposentado,casado,secundário,não,1146,não,no,cellular,13,nov,259,1,92,2,failure,sim
31,serviços,solteiro,secundário,não,181,não,no,cellular,13,nov,239,2,93,2,success,sim
61,aposentado,casado,secundário,não,3114,não,no,cellular,13,nov,381,1,-1,0,desconhecido,sim
36,técnico,solteiro,secundário,não,376,não,no,cellular,13,nov,193,1,92,1,success,sim
56,aposentado,casado,primário,não,9367,não,no,telephone,13,nov,271,2,92,4,success,sim
24,student,solteiro,secundário,não,382,não,no,cellular,13,nov,256,2,92,3,failure,sim
33,administrador,casado,secundário,não,920,não,no,cellular,16,nov,130,1,95,2,failure,sim
34,engravatado,solteiro,desconhecido,não,129,sim,sim,cellular,16,nov,295,1,200,2,success,sim
58,administrador,casado,secundário,não,169,não,no,cellular,16,nov,301,1,94,3,failure,sim
64,aposentado,casado,desconhecido,não,679,não,no,telephone,16,nov,167,1,-1,0,desconhecido,sim
27,engravatado,solteiro,secundário,não,535,não,no,cellular,16,nov,183,1,94,1,success,sim
63,gerente,casado,terciário,não,3115,não,no,cellular,16,nov,432,5,-1,0,desconhecido,sim
23,student,solteiro,secundário,não,1234,não,no,cellular,16,nov,250,1,-1,0,desconhecido,sim
37,técnico,solteiro,terciário,não,197,não,no,cellular,16,nov,175,1,200,1,success,sim
43,gerente,casado,terciário,não,3186,não,no,cellular,16,nov,380,1,88,1,failure,sim
35,técnico,casado,terciário,não,3160,sim,não,cellular,16,nov,445,2,95,1,failure,sim
33,engravatado,casado,primário,não,195,não,no,cellular,16,nov,984,5,-1,0,desconhecido,sim
75,aposentado,casado,terciário,não,6027,não,no,cellular,16,nov,1248,2,94,2,failure,sim
40,administrador,casado,terciário,não,764,sim,não,desconhecido,17,nov,85,1,-1,0,desconhecido,sim
52,gerente,casado,terciário,não,583,não,no,cellular,17,nov,209,1,91,2,failure,sim
55,técnico,divorciado,terciário,não,0,não,no,cellular,17,nov,134,2,91,1,success,sim
71,aposentado,casado,secundário,não,5715,não,no,cellular,17,nov,747,2,-1,0,desconhecido,sim
78,aposentado,casado,terciário,não,1204,não,no,telephone,17,nov,135,1,-1,0,desconhecido,sim
35,técnico,casado,secundário,não,4922,sim,não,cellular,17,nov,393,4,201,17,other,sim
52,técnico,casado,secundário,não,234,não,no,cellular,17,nov,255,1,-1,0,desconhecido,sim
31,gerente,solteiro,terciário,não,9421,não,no,cellular,25,nov,372,1,-1,0,desconhecido,sim
31,administrador,solteiro,secundário,não,4198,não,no,cellular,25,nov,234,1,-1,0,desconhecido,sim
38,gerente,casado,desconhecido,não,3576,não,no,cellular,25,nov,349,2,183,1,success,sim
28,student,solteiro,secundário,não,1925,não,no,cellular,25,nov,487,1,97,2,failure,sim
72,aposentado,casado,secundário,não,1129,não,no,cellular,25,nov,208,1,91,1,success,sim
29,administrador,solteiro,secundário,não,265,sim,não,cellular,25,nov,414,1,184,1,failure,sim
46,housemaid,casado,secundário,não,38,não,no,cellular,25,nov,541,1,-1,0,desconhecido,sim
53,técnico,casado,secundário,não,1982,sim,sim,cellular,27,nov,160,1,-1,0,desconhecido,sim
58,técnico,casado,secundário,não,3399,não,no,telephone,30,nov,1628,2,188,8,success,sim
22,student,solteiro,terciário,não,691,não,no,cellular,30,nov,260,5,103,1,success,sim
28,administrador,casado,secundário,não,330,não,no,cellular,2,dec,357,1,188,3,other,sim
31,técnico,casado,secundário,não,318,não,no,cellular,2,dec,310,1,-1,0,desconhecido,sim
26,engravatado,solteiro,terciário,não,644,não,no,cellular,2,dec,346,1,-1,0,desconhecido,sim
60,aposentado,divorciado,terciário,não,4,sim,não,cellular,2,dec,415,1,190,5,failure,sim
29,técnico,solteiro,secundário,não,1165,não,no,cellular,3,dec,244,2,184,1,success,sim
36,administrador,divorciado,terciário,não,4708,não,no,cellular,3,dec,284,1,171,1,failure,sim
68,aposentado,casado,terciário,não,2820,não,no,cellular,3,dec,154,1,97,2,failure,sim
48,gerente,casado,terciário,não,1147,não,no,cellular,3,dec,155,1,120,3,success,sim
53,unemployed,casado,primário,não,980,sim,não,cellular,3,dec,352,1,-1,0,desconhecido,sim
39,técnico,casado,secundário,não,2983,não,no,cellular,3,dec,472,1,-1,0,desconhecido,sim
28,serviços,solteiro,secundário,não,339,não,no,cellular,3,dec,350,1,182,1,success,sim
72,aposentado,casado,desconhecido,não,1940,não,no,telephone,4,dec,705,2,-1,0,desconhecido,sim
29,gerente,solteiro,terciário,não,1445,não,no,cellular,4,dec,271,2,-1,0,desconhecido,sim
26,student,solteiro,terciário,não,294,não,no,cellular,4,dec,208,2,-1,0,desconhecido,sim
49,gerente,casado,terciário,não,5887,não,no,cellular,4,dec,439,3,185,5,success,sim
43,gerente,solteiro,terciário,não,11891,não,no,cellular,4,dec,821,5,242,1,success,sim
28,student,solteiro,desconhecido,não,78,não,no,cellular,4,dec,232,3,310,2,failure,sim
44,administrador,solteiro,secundário,não,733,sim,não,cellular,4,dec,360,2,105,5,success,sim
73,aposentado,divorciado,primário,não,5028,não,no,cellular,4,dec,696,10,-1,0,desconhecido,sim
39,gerente,casado,terciário,não,481,não,no,cellular,7,dec,929,5,189,1,other,sim
29,student,solteiro,secundário,não,314,não,no,cellular,7,dec,415,2,116,4,failure,sim
31,técnico,casado,secundário,não,684,sim,não,cellular,7,dec,620,3,-1,0,desconhecido,sim
30,student,solteiro,secundário,não,1681,não,no,cellular,7,dec,329,2,-1,0,desconhecido,sim
50,administrador,casado,secundário,não,10250,sim,não,cellular,7,dec,254,3,385,2,other,sim
42,gerente,casado,terciário,não,254,não,no,cellular,9,dec,288,7,183,4,success,sim
37,administrador,casado,secundário,não,0,sim,não,cellular,9,dec,179,1,190,1,success,sim
49,técnico,casado,secundário,não,307,não,no,cellular,9,dec,854,1,-1,0,desconhecido,sim
59,unemployed,casado,secundário,não,957,não,no,cellular,9,dec,479,2,-1,0,desconhecido,sim
80,aposentado,casado,primário,não,155,não,no,telephone,9,dec,343,2,-1,0,desconhecido,sim
86,aposentado,solteiro,secundário,não,614,não,no,telephone,9,dec,595,1,-1,0,desconhecido,sim
69,aposentado,casado,desconhecido,não,426,não,no,telephone,9,dec,395,1,-1,0,desconhecido,sim
79,aposentado,casado,secundário,não,8304,não,no,cellular,9,dec,456,2,275,9,success,sim
36,serviços,casado,secundário,não,4721,não,no,cellular,9,dec,149,3,-1,0,desconhecido,sim
49,gerente,casado,terciário,não,395,não,no,cellular,10,dec,336,5,-1,0,desconhecido,sim
69,aposentado,casado,secundário,não,3588,sim,não,cellular,10,dec,429,1,-1,0,desconhecido,sim
66,aposentado,casado,desconhecido,não,2540,não,no,telephone,10,dec,441,2,156,1,other,sim
32,gerente,divorciado,terciário,não,883,sim,não,cellular,10,dec,798,1,185,5,other,sim
47,gerente,solteiro,terciário,não,4402,não,no,telephone,10,dec,805,1,190,1,other,sim
58,gerente,casado,terciário,não,256,não,no,cellular,10,dec,422,1,188,3,success,sim
64,aposentado,casado,primário,não,43,não,no,cellular,10,dec,232,1,-1,0,desconhecido,sim
72,aposentado,casado,primário,não,3856,não,no,cellular,10,dec,582,4,115,1,other,sim
79,aposentado,casado,primário,não,3025,não,no,cellular,11,dec,166,3,126,3,other,sim
30,técnico,casado,secundário,não,2326,não,no,cellular,14,dec,420,1,175,2,failure,sim
36,gerente,casado,terciário,não,925,não,no,cellular,14,dec,321,3,189,4,success,sim
53,empreendedor,casado,terciário,não,1961,não,no,cellular,15,dec,351,1,-1,0,desconhecido,sim
34,gerente,casado,terciário,não,2037,não,no,cellular,15,dec,324,2,-1,0,desconhecido,sim
29,student,solteiro,secundário,não,459,não,no,cellular,15,dec,279,3,189,19,other,sim
29,gerente,solteiro,terciário,não,572,não,no,cellular,16,dec,314,1,195,1,success,sim
81,aposentado,divorciado,secundário,não,452,não,no,telephone,16,dec,443,1,-1,0,desconhecido,sim
57,aposentado,casado,secundário,não,5313,não,no,cellular,16,dec,283,2,196,1,success,sim
72,aposentado,casado,secundário,não,1533,não,no,cellular,16,dec,546,2,-1,0,desconhecido,sim
34,serviços,casado,secundário,não,1337,não,no,cellular,17,dec,330,2,127,3,success,sim
57,gerente,divorciado,desconhecido,não,2986,não,no,cellular,17,dec,222,2,231,1,failure,sim
66,housemaid,casado,primário,não,1230,não,no,cellular,17,dec,726,3,-1,0,desconhecido,sim
27,student,solteiro,secundário,não,538,não,no,cellular,18,dec,170,4,197,2,success,sim
50,gerente,casado,terciário,não,5108,sim,não,cellular,18,dec,406,1,182,2,failure,sim
75,aposentado,divorciado,secundário,não,1341,não,no,cellular,18,dec,415,7,-1,0,desconhecido,sim
50,serviços,casado,secundário,não,320,não,no,telephone,21,dec,294,3,315,4,success,sim
32,administrador,solteiro,secundário,não,131,sim,não,cellular,21,dec,322,1,189,1,success,sim
59,aposentado,casado,primário,não,2074,não,no,cellular,21,dec,467,1,186,2,success,sim
68,aposentado,casado,secundário,não,1443,não,no,telephone,21,dec,2062,2,257,1,success,sim
31,técnico,casado,terciário,não,3338,sim,não,cellular,21,dec,264,2,-1,0,desconhecido,sim
64,empresario,casado,terciário,não,661,não,no,cellular,21,dec,367,2,294,2,failure,sim
30,unemployed,divorciado,secundário,não,7105,não,no,cellular,22,dec,321,2,-1,0,desconhecido,sim
60,administrador,casado,secundário,não,3735,não,no,cellular,22,dec,190,1,188,9,success,sim
35,gerente,solteiro,terciário,não,538,não,no,cellular,22,dec,410,3,165,2,other,sim
72,aposentado,casado,primário,não,4657,não,no,cellular,22,dec,305,3,309,5,success,sim
30,engravatado,casado,primário,não,5,não,no,cellular,23,dec,282,1,203,1,success,sim
52,unemployed,divorciado,secundário,não,230,não,no,cellular,24,dec,422,2,-1,0,desconhecido,sim
33,gerente,casado,terciário,não,1808,não,no,cellular,28,dec,250,3,-1,0,desconhecido,sim
84,aposentado,casado,secundário,não,81204,não,no,telephone,28,dec,679,1,313,2,other,sim
43,gerente,casado,terciário,não,3518,não,no,cellular,28,dec,206,2,196,2,success,sim
39,técnico,solteiro,terciário,não,25,sim,não,cellular,28,dec,315,1,210,2,success,sim
25,técnico,casado,terciário,não,2551,não,no,cellular,28,dec,400,3,-1,0,desconhecido,sim
38,administrador,casado,secundário,não,11303,não,no,cellular,28,dec,473,2,216,2,failure,sim
44,gerente,casado,desconhecido,não,2724,não,no,cellular,28,dec,893,1,-1,0,desconhecido,sim
20,student,solteiro,desconhecido,não,755,não,no,cellular,29,dec,284,1,-1,0,desconhecido,sim
32,gerente,solteiro,terciário,não,718,sim,não,cellular,29,dec,155,1,197,1,success,sim
23,serviços,solteiro,secundário,não,870,não,no,cellular,29,dec,296,1,176,4,success,sim
35,unemployed,casado,secundário,não,978,não,no,cellular,29,dec,1370,3,209,3,success,sim
61,gerente,casado,secundário,não,544,não,no,cellular,29,dec,63,3,200,9,success,sim
46,gerente,divorciado,terciário,não,461,não,no,cellular,30,dec,369,2,-1,0,desconhecido,sim
70,aposentado,casado,primário,não,2795,não,no,cellular,8,jan,301,2,-1,0,desconhecido,sim
25,técnico,solteiro,secundário,não,139,não,sim,cellular,11,jan,202,1,91,1,success,sim
57,aposentado,casado,secundário,não,1044,não,no,telephone,11,jan,585,1,192,2,success,sim
55,administrador,casado,secundário,não,1633,não,no,cellular,11,jan,210,1,192,2,success,sim
33,gerente,casado,terciário,não,6513,sim,não,cellular,11,jan,170,1,343,1,other,sim
73,aposentado,casado,primário,não,1388,não,no,telephone,11,jan,767,2,83,1,success,sim
34,unemployed,solteiro,secundário,não,15,não,no,cellular,12,jan,377,1,-1,0,desconhecido,sim
31,técnico,solteiro,secundário,não,2544,não,no,cellular,12,jan,229,1,279,2,success,sim
25,engravatado,solteiro,secundário,não,2007,não,no,cellular,12,jan,265,2,-1,0,desconhecido,sim
30,técnico,casado,terciário,não,2166,não,no,cellular,12,jan,316,2,-1,0,desconhecido,sim
28,empresario,solteiro,terciário,não,4579,não,no,cellular,12,jan,409,2,-1,0,desconhecido,sim
21,student,solteiro,secundário,não,2488,não,no,telephone,12,jan,661,2,92,1,success,sim
87,aposentado,casado,primário,não,2190,não,no,telephone,12,jan,512,2,-1,0,desconhecido,sim
22,student,solteiro,secundário,não,254,não,no,cellular,13,jan,143,2,-1,0,desconhecido,sim
28,empresario,solteiro,terciário,não,1579,não,no,cellular,13,jan,163,1,91,3,failure,sim
31,unemployed,casado,terciário,não,330,não,no,cellular,13,jan,260,1,194,2,success,sim
60,aposentado,casado,secundário,não,938,não,no,cellular,13,jan,380,3,-1,0,desconhecido,sim
41,técnico,solteiro,desconhecido,não,5372,sim,não,cellular,13,jan,248,3,-1,0,desconhecido,sim
24,student,solteiro,secundário,não,3176,não,no,cellular,13,jan,108,2,-1,0,desconhecido,sim
54,gerente,divorciado,terciário,não,496,não,no,cellular,13,jan,452,3,-1,0,desconhecido,sim
35,técnico,solteiro,terciário,não,0,não,no,cellular,14,jan,187,7,-1,0,desconhecido,sim
70,aposentado,divorciado,primário,não,482,não,no,telephone,14,jan,372,1,196,2,success,sim
62,engravatado,casado,secundário,não,180,não,no,cellular,14,jan,183,1,90,4,other,sim
59,técnico,casado,primário,não,4198,não,no,cellular,14,jan,309,1,91,10,success,sim
48,unemployed,casado,secundário,não,817,não,no,cellular,14,jan,517,1,282,4,success,sim
45,administrador,casado,secundário,não,5021,não,no,cellular,14,jan,233,1,-1,0,desconhecido,sim
